SubjectID;TimeStamp;Time;Awareness;Phase;MinimumEDA;MaximumEDA;EDARaw;EDAµSiemens;WeatherValue;HeadPosX;HeadPosY;HeadPosZ;HeadRotX;HeadRotY;HeadRotZ;Fps
18;20606747;637976315167044881;False;relax;65535;0;18305;6.982803;0.7206836;70.18395;9.991147;76.83783;357.957;269.8073;0.9736835;23.07244
18;22810023;637976315169250261;False;relax;65535;0;18612;7.099915;0.7159991;70.24553;10.03603;76.81251;327.3954;254.5683;4.88325;16.02299
18;32760024;637976315179200493;False;relax;65535;0;19007;7.250595;0.7099718;70.19396;9.985496;76.79888;0.3705272;250.7074;359.6243;44.53742
18;42759544;637976315189200736;False;relax;65535;0;19192;7.321167;0.7071488;70.19473;9.992161;76.84802;357.5023;277.207;359.1036;45.00468
18;52755055;637976315199195382;False;relax;65535;0;19059;7.270432;0.7091783;70.1974;9.993979;76.84687;356.5338;278.2307;359.0972;44.99731
18;62753443;637976315209195345;False;relax;65535;0;19052;7.267761;0.7092851;70.19592;9.993008;76.85795;357.0816;280.7824;356.0973;44.9551
18;72748060;637976315219190589;False;relax;65535;0;19466;7.42569;0.7029679;70.20135;9.995042;76.85525;355.9429;281.4575;358.6827;44.97923
18;82741056;637976315229180378;False;relax;65535;0;19704;7.516479;0.6993362;70.19962;9.993977;76.8536;356.2689;281.0596;358.8091;44.98206
18;92734531;637976315239175578;False;relax;65535;0;19349;7.381058;0.7047532;70.19897;9.994149;76.85236;356.1681;280.7087;358.941;45.04531
18;102733145;637976315249175582;False;relax;65535;0;20141;7.683182;0.692668;70.19859;9.993264;76.85313;356.4958;280.5238;358.8036;44.97513
18;112950043;637976315259390655;False;relax;65535;0;19620;7.484436;0.700618;70.20094;9.993827;76.84804;356.3855;279.9028;359.5733;44.99971
18;122936942;637976315269376341;False;relax;65535;0;19652;7.496643;0.7001297;70.20095;9.993618;76.84901;356.5223;280.0435;359.4235;45.04157
18;132933803;637976315279375776;False;relax;65535;0;19627;7.487106;0.7005112;70.20548;9.986938;76.88593;0.1108965;300.3967;358.83;45.03595
18;142928428;637976315289370529;False;relax;65535;0;19287;7.357407;0.7056993;70.26675;9.981987;76.95441;0.5493324;344.0297;354.7425;44.98627
18;152940419;637976315299380573;False;relax;65535;0;19409;7.403946;0.7038376;70.27308;9.921526;76.99036;27.2186;346.4531;351.8875;45.02035
18;162913761;637976315309355337;False;relax;65535;0;19798;7.552338;0.6979019;70.19054;9.988125;76.82036;358.3025;253.0055;353.8202;45.04118
18;172910985;637976315319350610;False;relax;65535;0;19876;7.582092;0.6967117;70.21841;9.98126;76.74461;359.6927;228.4789;5.257918;45.0063
18;182900132;637976315329340592;False;relax;65535;0;19625;7.486343;0.7005417;70.17377;9.934043;76.75691;22.87629;235.8436;354.4342;45.09378
18;192900862;637976315339341040;False;relax;65535;0;19669;7.503128;0.6998703;70.14897;9.930021;76.84948;24.81532;282.3659;2.730459;44.97739
18;202910764;637976315349352005;False;relax;65535;0;19674;7.505035;0.699794;70.13876;9.880815;76.85651;44.83323;281.7968;2.475791;45.0531
18;212895155;637976315359335530;False;relax;65535;0;19946;7.608795;0.6956435;70.19861;9.994736;76.84666;354.766;281.3583;0.4597546;44.95735
18;222890141;637976315369328446;False;relax;65535;0;19515;7.444382;0.7022202;70.20295;9.993896;76.85421;355.3456;283.8184;358.7636;44.94963
18;232886660;637976315379326531;False;relax;65535;0;19249;7.342911;0.7062791;70.20192;9.993261;76.8513;355.8925;282.8621;359.1317;44.96372
18;242876893;637976315389315782;False;relax;65535;0;19618;7.483673;0.7006485;70.25868;9.988062;76.94083;357.2789;338.9706;354.0825;45.04243
18;252875046;637976315399315939;False;relax;65535;0;19758;7.537079;0.6985123;70.29463;9.962797;76.97253;7.194578;354.0115;350.3312;44.98058
18;262869659;637976315409310604;False;relax;65535;0;19577;7.468033;0.7012742;70.18636;9.984161;76.87813;359.203;288.713;355.6625;45.01645
18;272861363;637976315419300164;False;relax;65535;0;19527;7.448959;0.7020371;70.19771;9.99705;76.82928;352.6759;265.1204;354.5842;45.05025
18;282859786;637976315429301059;False;relax;65535;0;19899;7.590866;0.6963607;70.20219;9.994617;76.79656;354.1327;252.3546;0.3767755;44.98082
18;292854216;637976315439295510;False;relax;65535;0;19715;7.520676;0.6991684;70.20025;9.98981;76.77437;356.3752;243.3064;0.720719;45.02143
18;302848937;637976315449290423;False;relax;65535;0;19424;7.409668;0.7036088;70.2009;9.988918;76.8575;359.1115;288.687;357.2067;45.03038
18;312844186;637976315459286803;False;relax;65535;0;19212;7.328796;0.7068437;70.20915;9.988776;76.87384;359.9781;296.1261;358.318;45.00655
18;322840171;637976315469280378;False;relax;65535;0;19620;7.484436;0.700618;70.20711;9.987067;76.87805;0.8238317;296.7618;359.062;45.01262
18;332834049;637976315479275810;False;relax;65535;0;19100;7.286072;0.7085527;70.20801;9.986625;76.87815;1.149359;297.4899;359.462;45.0327
18;342829158;637976315489270502;False;relax;65535;0;19285;7.356644;0.7057298;70.20364;9.982462;76.87351;3.203373;294.631;358.4134;45.04039
18;352825569;637976315499265846;False;relax;65535;0;19539;7.453537;0.701854;70.20512;9.986268;76.87296;1.060954;292.8815;358.3921;45.0065
18;362819172;637976315509261131;False;relax;65535;0;19280;7.354736;0.7058061;70.20212;9.983614;76.87353;2.503302;292.5334;358.015;45.02597
18;372813272;637976315519255514;False;relax;65535;0;19606;7.479095;0.7008316;70.20801;9.985175;76.88216;1.200662;300.8134;0.1166929;45.04134
18;382808742;637976315529250388;False;relax;65535;0;19126;7.29599;0.7081559;70.20548;9.986797;76.8726;0.7390489;294.252;359.1465;45.05403
18;392803133;637976315539245346;False;relax;65535;0;19450;7.419586;0.703212;70.20081;9.985247;76.86607;1.631739;288.7371;357.8098;45.01785
18;402799038;637976315549239658;False;relax;65535;0;19950;7.610321;0.6955825;70.21329;9.990966;76.88032;357.9686;305.5873;0.6369867;45.04155
18;412798367;637976315559240434;False;relax;65535;0;19512;7.443237;0.702266;70.34293;9.932011;76.9737;18.23076;20.06783;355.3738;44.92852
18;422786894;637976315569225492;False;relax;65535;0;19020;7.255554;0.7097734;70.38966;9.995406;76.86237;5.29493;64.00555;346.6919;45.07739
18;432797575;637976315579237480;False;relax;65535;0;18822;7.180023;0.7127947;70.22141;9.920067;76.99586;36.11475;3.156707;4.986329;44.85205
18;442780368;637976315589220940;False;relax;65535;0;19174;7.314301;0.7074235;70.13423;9.862827;76.88023;50.05076;283.3099;358.5356;44.84195
18;452776533;637976315599215571;False;relax;65535;0;19782;7.546234;0.698146;70.18925;9.989654;76.84818;356.1519;281.1785;0.7308096;44.92212
