SubjectID;TimeStamp;Time;Awareness;Phase;MinimumEDA;MaximumEDA;EDARaw;EDAµSiemens;WeatherValue;HeadPosX;HeadPosY;HeadPosZ;HeadRotX;HeadRotY;HeadRotZ;Fps
28;20662352;637976563339404011;False;relax;65535;0;19044;7.264709;0.7094072;70.29713;9.972706;76.96905;351.3723;284.9507;353.5494;23.08324
28;21928838;637976563340674227;False;relax;65535;0;17603;6.715012;0.7313954;70.29424;9.967264;76.94453;355.4718;280.0316;7.432242;13.82693
28;31262057;637976563350006183;False;relax;65535;0;18171;6.931686;0.7227283;70.29614;9.962217;76.97233;356.7507;281.8791;350.5968;29.89136
28;41145291;637976563359886357;False;relax;65535;0;17946;6.845856;0.7261616;70.28563;9.970295;76.95882;351.7267;279.5775;354.5565;44.74512
28;51141617;637976563369885983;False;relax;65535;0;18359;7.003403;0.7198596;70.29487;9.96435;76.95128;356.6625;279.9927;1.505543;45.01379
28;61141187;637976563379885548;False;relax;65535;0;18420;7.026672;0.7189288;70.28686;9.964529;76.96679;355.2894;281.457;359.3129;44.99181
28;71131197;637976563389875430;False;relax;65535;0;18603;7.096481;0.7161364;70.27823;9.958034;76.97128;358.5296;285.1962;359.006;45.04361
28;81125200;637976563399870873;False;relax;65535;0;18554;7.077789;0.7168841;70.27752;9.954955;76.95652;1.505487;279.6092;2.418253;45.01548
28;91122305;637976563409863751;False;relax;65535;0;18277;6.972122;0.7211109;70.28715;9.958774;76.94643;359.42;279.0811;4.499046;45.04206
28;101119246;637976563419860533;False;relax;65535;0;17914;6.833649;0.7266499;70.29562;9.965286;76.95091;357.0376;279.8149;3.822486;44.97762
28;111112837;637976563429855619;False;relax;65535;0;18124;6.913757;0.7234455;70.29231;9.963566;76.95008;357.0207;279.4533;1.742833;45.01174
28;121114693;637976563439855514;False;relax;65535;0;18134;6.917572;0.7232929;70.29092;9.965196;76.94727;355.289;279.1957;2.418931;44.85857
28;131099354;637976563449840500;False;relax;65535;0;17707;6.754684;0.7298085;70.29063;9.94777;76.96277;6.114301;282.7567;0.6645751;45.0187
28;141095334;637976563459840561;False;relax;65535;0;17529;6.686783;0.7325246;70.2935;9.958286;76.9616;0.2654685;281.7736;0.7509233;44.98447
28;151087566;637976563469830598;False;relax;65535;0;17687;6.747055;0.7301137;70.29386;9.960472;76.96005;358.8946;281.9973;0.892909;45.03706
28;161083667;637976563479825343;False;relax;65535;0;18301;6.981277;0.7207447;70.29453;9.965336;76.95919;356.1184;281.3212;1.928206;45.03517
28;171079363;637976563489820469;False;relax;65535;0;17779;6.78215;0.7287099;70.29317;9.963916;76.95865;356.8324;281.2458;2.212666;45.00945
28;181076270;637976563499820463;False;relax;65535;0;17607;6.716537;0.7313344;70.30119;9.961249;76.95079;358.9504;279.9295;4.019136;44.96695
28;191067775;637976563509810536;False;relax;65535;0;17277;6.590652;0.7363699;70.29665;9.96153;76.94355;359.1963;278.6466;5.3923;45.03862
28;201062448;637976563519805434;False;relax;65535;0;17065;6.509781;0.7396048;70.29945;9.963272;76.94691;358.1148;279.5478;4.544459;45.01929
28;211059314;637976563529800272;False;relax;65535;0;16618;6.339264;0.7464256;70.29972;9.964055;76.94723;357.56;279.4977;4.558092;44.98156
28;221055086;637976563539800498;False;relax;65535;0;16977;6.476212;0.7409476;70.30067;9.964605;76.94667;357.2225;279.538;4.71696;44.99686
28;231047545;637976563549790155;False;relax;65535;0;17151;6.542587;0.7382925;70.30095;9.964334;76.94905;357.0692;280.1026;4.592289;44.99231
28;241043464;637976563559785314;False;relax;65535;0;18034;6.879425;0.7248188;70.30008;9.963641;76.9521;357.3959;280.6179;4.05921;44.99022
28;251041103;637976563569785534;False;relax;65535;0;16887;6.441879;0.7423209;70.30044;9.96383;76.95232;357.363;280.5284;3.889784;44.99026
28;261033132;637976563579775543;False;relax;65535;0;16300;6.217957;0.7512779;70.30193;9.965257;76.95229;356.4913;280.6148;3.88122;45.06869
28;271031681;637976563589774973;False;relax;65535;0;16099;6.141281;0.754345;70.30193;9.966617;76.95044;355.5161;280.6028;3.980346;44.988
28;281026183;637976563599770493;False;relax;65535;0;16473;6.283951;0.7486382;70.30239;9.967484;76.94905;355.1092;280.3531;4.360649;45.02337
28;291017469;637976563609760459;False;relax;65535;0;16404;6.257629;0.749691;70.30129;9.966743;76.95104;355.6654;280.421;4.157399;45.07353
28;301015924;637976563619760541;False;relax;65535;0;16717;6.377029;0.7449149;70.30167;9.966806;76.95108;355.5588;280.4282;4.16058;44.96898
28;311233908;637976563629975580;False;relax;65535;0;16514;6.299591;0.7480125;70.30182;9.966716;76.95065;355.5673;280.3517;4.35219;44.95189
28;321228774;637976563639969719;False;relax;65535;0;16748;6.388855;0.7444419;70.30241;9.967228;76.9499;355.2797;280.2913;4.556195;44.95362
28;331221244;637976563649965349;False;relax;65535;0;15928;6.07605;0.7569543;70.30242;9.96726;76.9503;355.2582;280.2822;4.374371;45.03472
28;341215357;637976563659960417;False;relax;65535;0;16108;6.144714;0.7542077;70.30121;9.967464;76.94557;355.3753;279.6489;5.437661;45.05702
28;351213979;637976563669955320;False;relax;65535;0;15638;5.965424;0.7613794;70.2998;9.965921;76.9423;355.9645;278.9274;6.350561;45.01109
28;361207461;637976563679950468;False;relax;65535;0;15703;5.990219;0.7603876;70.30273;9.967594;76.9472;355.0802;279.8164;5.285132;45.01771
